HS 2012 Product Code,HS 2012 Product Description,HS 1996 Product Code,HS 1996 Product Description
292213,Triethanolamine and its salts,292213,"Amino-alcohols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :-- Triethanolamine and its salts"
292214,Dextropropoxyphene (INN) and its salts,292219,"Amino-alcohols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :- Other"
292219,Other,292219,"Amino-alcohols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :- Other"
292221,Aminohydroxynaphthalenesulphonic acids and their salts,292221,"Amino-naphthols and other amino-phenols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :-- Aminohydroxynaphthalenesulphonic acids and their salts"
292229,Other,292229,"Amino-naphthols and other amino-phenols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :-- Other"
292231,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",292230,"Amino-aldehydes, amino-ketones and amino-quinones, other than those containing more than one kind of oxygen function; salts thereof"
292239,Other,292230,"Amino-aldehydes, amino-ketones and amino-quinones, other than those containing more than one kind of oxygen function; salts thereof"
292241,Lysine and its esters; salts thereof,292241,"Amino-acids and their esters, other than those containing more than one kind of oxygen function; salts thereof :-- Lysine and its esters; salts thereof"
292242,Glutamic acid and its salts,292242,"Amino-acids and their esters, other than those containing more than one kind of oxygen function; salts thereof :-- Glutamic acid and its salts"
292243,Anthranilic acid and its salts,292243,"Amino-acids and their esters, other than those containing more than one kind of oxygen function; salts thereof :-- Anthranilic acid and its salts"
292244,Tilidine (INN) and its salts,292249,"Amino-acids and their esters, other than those containing more than one kind of oxygen function; salts thereof :-- Other"
292249,Other,292249,"Amino-acids and their esters, other than those containing more than one kind of oxygen function; salts thereof :-- Other"
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino- compounds with oxygen function",292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function"
292310,Choline and its salts,292310,Choline and its salts
292320,Lecithins and other phosphoaminolipids,292320,Lecithins and other phosphoaminolipids
292390,Other,292390,Other
292411,Meprobamate (INN),292410,Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof
292412,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)",292410,Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof
292419,Other,292410,Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof
292421,Ureines and their derivatives; salts thereof,292421,Cyclic amides (including cyclic carbamates) and their derivatives; salts thereof :-- Ureines and their derivatives; salts thereof
292423,2-Acetamidobenzoic acid (N-acetylanthranilic acid) and its salts,292422,Cyclic amides (including cyclic carbamates) and their derivatives; salts thereof :-- 2-Acetamidobenzoic acid
292424,Ethinamate (INN),292429,Cyclic amides (including cyclic carbamates) and their derivatives; salts thereof :-- Other
292429,Other,292429,Cyclic amides (including cyclic carbamates) and their derivatives; salts thereof :-- Other
292511,Saccharin and its salts,292511,Imides and their derivatives; salts thereof :-- Saccharin and its salts
292512,Glutethimide (INN),292519,Imides and their derivatives; salts thereof :-- Other
292519,Other,292519,Imides and their derivatives; salts thereof :-- Other
292521,Chlordimeform (ISO),292520,Imines and their derivatives; salts thereof
292529,Other,292520,Imines and their derivatives; salts thereof
292610,Acrylonitrile,292610,Acrylonitrile
292620,1-Cyanoguanidine (dicyandiamide),292620,1-Cyanoguanidine (dicyandiamide)
292630,"Fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)",292690,Other
292690,Other,292690,Other
292700,"Diazo-, azo- or azoxy-compounds.",292700,"Diazo-, azo- or azoxy-compounds."
292800,Organic derivatives of hydrazine or of hydroxylamine.,292800,Organic derivatives of hydrazine or of hydroxylamine.
292910,Isocyanates,292910,Isocyanates
292990,Other,292990,Other
293020,Thiocarbamates and dithiocarbamates,293020,Thiocarbamates and dithiocarbamates
293030,"Thiuram mono-, di- or tetrasulphides",293030,"Thiuram mono-, di- or tetrasulphides"
293040,Methionine,293040,Methionine
293050,Captafol (ISO) and methamidophos (ISO),293090,Other
293090,Other,293090,Other
293110,Tetramethyl lead and tetraethyl lead,293100,Other organo-inorganic compounds.
293120,Tributyltin compounds,293100,Other organo-inorganic compounds.
293190,Other,293100,Other organo-inorganic compounds.
293211,Tetrahydrofuran,293211,Compounds containing an unfused furan ring (whether or not hydrogenated) in the structure :-- Tetrahydrofuran
293212,2-Furaldehyde (furfuraldehyde),293212,Compounds containing an unfused furan ring (whether or not hydrogenated) in the structure :-- 2-Furaldehyde (furfuraldehyde)
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,293213,Compounds containing an unfused furan ring (whether or not hydrogenated) in the structure :-- Furfuryl alcohol and tetrahydrofurfuryl alcohol
293219,Other,293219,Compounds containing an unfused furan ring (whether or not hydrogenated) in the structure :-- Other
293220,Lactones,293229,Lactones :-- Other lactones
293291,Isosafrole,293291,Other :-- Isosafrole
293292,"1-(1,3-Benzodioxol-5-yl)propan-2-one",293292,"Other :-- 1-(1,3-Benzodioxol-5-yl)propan-2-one"
293293,Piperonal,293293,Other :-- Piperonal
293294,Safrole,293294,Other :-- Safrole
293295,Tetrahydrocannabinols (all isomers),293299,Other
293299,Other,293299,Other
293311,Phenazone (antipyrin) and its derivatives,293311,Compounds containing an unfused pyrazole ring (whether or not hydrogenated) in the structure :-- Phenazone (antipyrin) and its derivatives
293319,Other,293319,Compounds containing an unfused pyrazole ring (whether or not hydrogenated) in the structure :-- Other
293321,Hydantoin and its derivatives,293321,Compounds containing an unfused imidazole ring (whether or not hydrogenated) in the structure :-- Hydantoin and its derivatives
293329,Other,293329,Compounds containing an unfused imidazole ring (whether or not hydrogenated) in the structure :-- Other
293331,Pyridine and its salts,293331,Compounds containing an unfused pyridine ring (whether or not hydrogenated) in the structure :-- Pyridine and its salts
293332,Piperidine and its salts,293332,Compounds containing an unfused pyridine ring (whether or not hydrogenated) in the structure :-- Piperidine and its salts
293333,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN) intermediat",293339,Compounds containing an unfused pyridine ring (whether or not hydrogenated) in the structure :-- Other
293339,Other,293339,Compounds containing an unfused pyridine ring (whether or not hydrogenated) in the structure :-- Other
293341,Levorphanol (INN) and its salts,293340,"Compounds containing a quinoline or isoquinoline ring-system (whether or not hydrogenated), not further fused"
293349,Other,293340,"Compounds containing a quinoline or isoquinoline ring-system (whether or not hydrogenated), not further fused"
293352,Malonylurea (barbituric acid) and its salts,293351,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure :-- Malonylurea (barbituric acid) and its derivatives; salts thereof
293353,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts there",293351,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure :-- Malonylurea (barbituric acid) and its derivatives; salts thereof
293354,Other derivatives of malonylurea (barbituric acid); salts thereof,293351,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure :-- Malonylurea (barbituric acid) and its derivatives; salts thereof
293355,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",293359,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure :-- Other
293359,Other,293359,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure :-- Other
293361,Melamine,293361,Compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure :- Compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure :-- Melamine
293369,Other,293369,Compounds containing an unfused triazine ring (whether or not hydrogenated) in the structure :-- Other
293371,6-Hexanelactam (epsilon-caprolactam),293371,Lactams :-- 6-Hexanelactam (epsilon-caprolactam)
293372,Clobazam (INN) and methyprylon (INN),293379,Lactams :-- Other lactams
293379,Other lactams,293379,Lactams :-- Other lactams
293391,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam",293390,Other
293399,Other,293390,Other
293410,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure,293410,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure
293420,"Compounds containing in the structure a benzothiazole ring- system (whether or not hydrogenated), not further fused",293420,"Compounds containing a benzothiazole ring-system (whether or not hydrogenated), not further fused"
293430,"Compounds containing in the structure a phenothiazine ring- system (whether or not hydrogenated), not further fused",293430,"Compounds containing a phenothiazine ring-system (whether or not hydrogenated), not further fused"
293491,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts ther",293490,Other
293499,Other,293490,Other
293500,Sulphonamides.,293500,Sulphonamides.
293621,Vitamins A and their derivatives,293621,"Vitamins and their derivatives, unmixed :-- Vitamins A and their derivatives"
293622,Vitamin B1 and its derivatives,293622,"Vitamins and their derivatives, unmixed :-- Vitamin B1 and its derivatives"
293623,Vitamin B2 and its derivatives,293623,"Vitamins and their derivatives, unmixed :-- Vitamin B2 and its derivatives"
293624,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,293624,"Vitamins and their derivatives, unmixed :-- D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives"
293625,Vitamin B6 and its derivatives,293625,"Vitamins and their derivatives, unmixed :- Vitamins and their derivatives, unmixed :-- Vitamin B6 and its derivatives"
293626,Vitamin B12 and its derivatives,293626,"Vitamins and their derivatives, unmixed :-- Vitamin B12 and its derivatives"
293627,Vitamin C and its derivatives,293627,"Vitamins and their derivatives, unmixed :- Vitamin C and its derivatives"
293628,Vitamin E and its derivatives,293628,"Vitamins and their derivatives, unmixed :-- Vitamin E and its derivatives"
293629,Other vitamins and their derivatives,293629,"Vitamins and their derivatives, unmixed :-- Other vitamins and their derivatives"
293690,"Other, including natural concentrates",293690,"Other, including natural concentrates"
293711,"Somatotropin, its derivatives and structural analogues",293710,"Pituitary (anterior) or similar hormones, and their derivatives"
293712,Insulin and its salts,293791,Other hormones and their derivatives; other steroids used primarily as hormones :-- Insulin and its salts
293719,Other,293799,Other hormones and their derivatives; other steroids used primarily as hormones :-- Other
293721,"Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",293721,"Adrenal cortical hormones and their derivatives :-- Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)"
293722,Halogenated derivatives of corticosteroidal hormones,293722,Adrenal cortical hormones and their derivatives :-- Halogenated derivatives of adrenal cortical hormones
293723,Oestrogens and progestogens,293792,Other hormones and their derivatives; other steroids used primarily as hormones :-- Oestrogens and progestogens
